"title","city","address","phone","imageUrl","website","rank","categoryName","url","totalScore","state"
"Subhashree","Chhatrapati Sambhaji Nagar","Shop No. 1, First Floor, Durganand Heights Gajanan Mandir, Road, Pundlik Nagar, Chhatrapati Sambhaji Nagar, Maharashtra 431009, India","+91 79728 00611","https://lh5.googleusercontent.com/p/AF1QipMs6rCfUEdjBpjiZajo__vQqj7-rEAvGkjaBWrr=w408-h544-k-no",,"42","Orthopedic surgeon","https://www.google.com/maps/search/?api=1&query=Subhashree&query_place_id=ChIJ-cqUD5-j2zsROjZUbcquAhI","4.9","Maharashtra"
"MIND POINT CLINIC","Chhatrapati Sambhaji Nagar","Adityadeep Complex, Bajrang Chowk Rd, opposite Dashmesh hotel, Sai Nagar, N_6, Cidco, Chhatrapati Sambhaji Nagar, Maharashtra 431001, India","+91 86007 98099","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=jQGrGaeUjO_EjPOYERAtLQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=292.52652&pitch=0&thumbfov=100","https://book-appointment.healthplix.com/dr-shaikh-faseehuddin-consultant-neuropychiatrist-bajrang-chowk-cidco-aurangabad","41","Doctor","https://www.google.com/maps/search/?api=1&query=MIND%20POINT%20CLINIC&query_place_id=ChIJe24ZOMyj2zsRTDcdsozsIro","5","Maharashtra"
"Mana's Cure Center","Chhatrapati Sambhaji Nagar","Sansaar Mall, A-23, 24-10, beside Mahavir Ghar, MIDC, Chilkalthana, Chhatrapati Sambhaji Nagar, Maharashtra 431006, India",,"https://lh5.googleusercontent.com/p/AF1QipMjiWh8GqaJcWzri4TL8zbJ5fO22VaukKfqszcI=w427-h240-k-no","http://www.themanacure.com/","40","Medical Center","https://www.google.com/maps/search/?api=1&query=Mana's%20Cure%20Center&query_place_id=ChIJ98tR9VCj2zsRKB_c_F-V4bM","5","Maharashtra"
"Dr Manik Bhise","Chhatrapati Sambhaji Nagar","12, Nyayalayeen Co Operative Housing Society, Vishwakarma Co Operative Housing Society, N 8, Cidco, Chhatrapati Sambhaji Nagar, Maharashtra 431003, India",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=AulMcLOhkZsgaV0DVqNeOw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=181.91093&pitch=0&thumbfov=100",,"39","Housing society","https://www.google.com/maps/search/?api=1&query=Dr%20Manik%20Bhise&query_place_id=ChIJS_2aoRWj2zsROrfZ4YMGdlw","5","Maharashtra"
"Dr. Madhushree Saoji","Chhatrapati Sambhaji Nagar","32, Garkheda Rd, Swapna Nagri, Chaitanya Nagar, Garkheda, Chhatrapati Sambhaji Nagar, Maharashtra 431009, India",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=TNKSoY0Jwl7G3Hzyc4NMMg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=100.51205&pitch=0&thumbfov=100",,"38","Doctor","https://www.google.com/maps/search/?api=1&query=Dr.%20Madhushree%20Saoji&query_place_id=ChIJa0-agIai2zsRTLRr1O_woXA",,"Maharashtra"
"Utkarsh psychiatrist hospital","Chhatrapati Sambhaji Nagar","W972+6W3, Hudco, Ekanth Nagar, N 11, Cidco, Chhatrapati Sambhaji Nagar, Maharashtra 431003, India",,"https://lh5.googleusercontent.com/p/AF1QipO-2D-_ad15yDmhJ1TtXILzzgpugWNFXxOFiVVR=w480-h240-k-no",,"37","Hospital","https://www.google.com/maps/search/?api=1&query=Utkarsh%20psychiatrist%20hospital&query_place_id=ChIJZbIgBkW92zsRgLhCqBdpPZI","4.3","Maharashtra"
"Dr. Kale's Clinic, Diabetes & Psychiatry","Chhatrapati Sambhaji Nagar","Sector 431007, Vivekananad Nagar, Sector N 4, Cidco, Chhatrapati Sambhaji Nagar, Maharashtra 431007, India",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=M3n7CvCV9GTDcB026UVTxw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=171.23569&pitch=0&thumbfov=100",,"35","Hospital","https://www.google.com/maps/search/?api=1&query=Dr.%20Kale's%20Clinic%2C%20Diabetes%20%26%20Psychiatry&query_place_id=ChIJC5vALoui2zsRaCjs33wQXiI","5","Maharashtra"
"Saarathi Mind Care & Wellness Center","Chhatrapati Sambhaji Nagar","Row house,35, saarathi mind care, emerald city, opposite Janki hotel, Ramkrishna Nagar, Garkheda, Chhatrapati Sambhaji Nagar, Maharashtra 431001, India","+91 88305 75891","https://lh5.googleusercontent.com/p/AF1QipPc-DoGO7Qiw84elKaBqVZB0TI93cyORJndguoi=w408-h544-k-no",,"20","Psychiatric hospital","https://www.google.com/maps/search/?api=1&query=Saarathi%20Mind%20Care%20%26%20Wellness%20Center&query_place_id=ChIJ7TYUVnaj2zsR07IDH4afxDg",,"Maharashtra"
"Raahat hospital","Chhatrapati Sambhaji Nagar","Harsul, Chhatrapati Sambhaji Nagar, Maharashtra 431003, India","+91 89830 51130","https://lh5.googleusercontent.com/p/AF1QipMmc-x6uCAN7CiDqKnXw6PrSHjPolzv1OSOnJUJ=w426-h240-k-no","http://www.fittestmind.net/","34","Psychiatric hospital","https://www.google.com/maps/search/?api=1&query=Raahat%20hospital&query_place_id=ChIJRfsfTlu92zsRMrZLNIahutQ","3.5","Maharashtra"
"HAPPY FAMILY HOSPITAL","Chhatrapati Sambhaji Nagar","Plot Number 5, E-1, Moulana Azad Chowk, near Kulswamini Mangal Karyalaya, Kirti Housing Society, Mathura Nagar, N-6, Cidco, Chhatrapati Sambhaji Nagar, Maharashtra 431003, India","+91 93254 32535","https://lh5.googleusercontent.com/p/AF1QipPTbTory20QnDn6PkUQwWueQteRkBKADi_q6Dl1=w408-h548-k-no","https://happyfamilyhospitals.com/","14","Psychiatric hospital","https://www.google.com/maps/search/?api=1&query=HAPPY%20FAMILY%20HOSPITAL&query_place_id=ChIJ4904A5qi2zsRl3RUDyO96Ws","4.4","Maharashtra"
"Dr. Sana Quadri Khilji","Chhatrapati Sambhaji Nagar","HAPPY FAMILY HOSPITAL, Kirti Housing Society, Mathura Nagar, N-6, Cidco, Chhatrapati Sambhaji Nagar, Maharashtra 431003, India","+91 240 248 2333","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=tY3u5Zhdkmi0_dhgvGzPSg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=14.006158&pitch=0&thumbfov=100",,"13","Psychiatrist","https://www.google.com/maps/search/?api=1&query=Dr.%20Sana%20Quadri%20Khilji&query_place_id=ChIJJUfwqr2i2zsR01s9jBstK74","5","Maharashtra"
"RHYTHM EMERGENCY & CRITICAL CARE HOSPITAL","Mandhal","Ambhora Rd, Mandhal, Maharashtra 441210, India","+91 84599 15667","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=lJfyevcW9ya-YP3o69vDoA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=228.42409&pitch=0&thumbfov=100",,"22","Hospital","https://www.google.com/maps/search/?api=1&query=RHYTHM%20EMERGENCY%20%26%20CRITICAL%20CARE%20HOSPITAL&query_place_id=ChIJr-Yy_OxTKzoRWdjgPsFeyRk","5","Maharashtra"
"Waghmare medicose","Umred","plot no 1 tipale layout , bhiwapur road . persodi, Umred, Maharashtra 441203, India","+91 98239 25434","https://lh5.googleusercontent.com/p/AF1QipNVZrxcc72gqhRSMvrVMlQd1lUm4Xy7qfqRWK55=w408-h544-k-no",,"3","Pharmacy","https://www.google.com/maps/search/?api=1&query=Waghmare%20medicose&query_place_id=ChIJ49SbLnur1DsRVibStyVfhKo","5","Maharashtra"
"RHYTHM MULTISPECIALITY HOSPITAL, KUHI- | BEST MULTUSPECIALITY HOSPITAL in NAGPUR","Kuhi","RHYTHM MULTISPECIALITY HOSPITAL, Kuhi, Maharashtra 441202, India","+91 82089 36118","https://lh5.googleusercontent.com/p/AF1QipOp4iTT4DfTzExL0s6xHaK2M6_H3AkgTGIQVhj-=w408-h272-k-no",,"21","Hospital","https://www.google.com/maps/search/?api=1&query=RHYTHM%20MULTISPECIALITY%20HOSPITAL%2C%20KUHI-%20%7C%20BEST%20MULTUSPECIALITY%20HOSPITAL%20in%20NAGPUR&query_place_id=ChIJZ9wrjXSz1DsRiAc0_BygQA8","5","Maharashtra"
"Mann Clinic Homeopathy","Amravati","Mann Clinic Homeopathy, Matoshree Diagnostic Center, C/0, behind Rathod HP Petrol Pump, Rukmini Nagar, Vivekanand Colony, Amravati, Maharashtra 444606, India","+91 99229 40123","https://lh5.googleusercontent.com/p/AF1QipOhPiYpQ6tvDJ81ZukSNFm121Q7qX7onQLge1aP=w408-h375-k-no","http://www.mannclinichomeopathy.com/","47","Homeopath","https://www.google.com/maps/search/?api=1&query=Mann%20Clinic%20Homeopathy&query_place_id=ChIJ407bnGul1jsRSgKge6YSQwM",,"Maharashtra"
"Dr. Mohan Adhe Clinic","Selu","Selu, Maharashtra 431503, India","+91 96572 52432","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=uzHtqT0cD5Z2XKouPorIdw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=292.59454&pitch=0&thumbfov=100",,"22","Hospital","https://www.google.com/maps/search/?api=1&query=Dr.%20Mohan%20Adhe%20Clinic&query_place_id=ChIJ7x-UPkCf2jsRWhv6DfpglVk",,"Maharashtra"
"SHRI PANDURANG HOSPITAL","Walur","Bazar Road, Walur, Maharashtra 431106, India",,"https://lh5.googleusercontent.com/p/AF1QipNO7rQczHnkyvAjTV0psjJrbx0sUXcIQ1Xu27U=w408-h306-k-no",,"21","Hospital","https://www.google.com/maps/search/?api=1&query=SHRI%20PANDURANG%20HOSPITAL&query_place_id=ChIJVWJFjsJz0DsRulyrF76GJCU",,"Maharashtra"
"Dirghayu Clinic","Ambadi","Ambhora Rd, Ambadi, Maharashtra 441924, India",,"https://lh5.googleusercontent.com/p/AF1QipOlTzTZJBaaQr-NJ6Yj3qhyQah8VSF0zlFbSPQV=w427-h240-k-no",,"7","Hospital","https://www.google.com/maps/search/?api=1&query=Dirghayu%20Clinic&query_place_id=ChIJj5dE5HRBKzoRdw0X8717ZwU","4.7","Maharashtra"
"Laxmi Narayan Super Speciality Hospital Islampur","Uran Islampur","Peth - Sangli Rd, Shripad Nagar, Uran Islampur, Maharashtra 415409, India",,"https://lh5.googleusercontent.com/p/AF1QipP4-OD8gi6dmHcuHGb2wO-H664sOUy7bVgjhov5=w408-h306-k-no",,"39","Hospital","https://www.google.com/maps/search/?api=1&query=Laxmi%20Narayan%20Super%20Speciality%20Hospital%20Islampur&query_place_id=ChIJ9Qkmk3Z1wTsRJsAuaIGe0sY","4.6","Maharashtra"
"More hospital islampur","Uran Islampur","27V9+PHW, Urun lslampur-Gotkhindi Rd, Ashta Naka, Shivaji Chowk, Uran Islampur, Maharashtra 415409, India",,"https://lh5.googleusercontent.com/p/AF1QipPTml0gE96Zzl9bzIXQER2FSQOXuU2aprxXD1Yh=w426-h240-k-no",,"35","Hospital","https://www.google.com/maps/search/?api=1&query=More%20hospital%20islampur&query_place_id=ChIJ0Wz4EysLwTsRDelwYPZEH_4","5","Maharashtra"
"Dr.abhijeet Pediatrician","Uran Islampur","3758+9QR, Maharshi Shinde Nagar, Uran Islampur, Maharashtra 415409, India",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1oumfl_PsngyczAVZXlYdw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=335.44046&pitch=0&thumbfov=100",,"12","Doctor","https://www.google.com/maps/search/?api=1&query=Dr.abhijeet%20Pediatrician&query_place_id=ChIJqU5NOth0wTsRdIH4WDgUnC4",,"Maharashtra"
"Miracle Healing Remedies, Pune","Dharashiv (Osmanabad)","52QF+MJX, TPS Rd, Samta Colony, Dharashiv (Osmanabad), Maharashtra 413501, India","+91 99224 73403","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=r9bwVzE4qiPsaqAFdlXAkA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=289.89426&pitch=0&thumbfov=100",,"4","Psychiatrist","https://www.google.com/maps/search/?api=1&query=Miracle%20Healing%20Remedies%2C%20Pune&query_place_id=ChIJj_b70NujxTsRMihumupCq1s",,"Maharashtra"
"hayat hospital","Dharashiv (Osmanabad)","2/75/2, Marwadi Galli, Nehru Chowk, Dharashiv (Osmanabad), Maharashtra 413501, India","+91 99236 63332","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=3H9Mz9-x8NB0la2tlrqOMw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=177.45724&pitch=0&thumbfov=100",,"3","Medical clinic","https://www.google.com/maps/search/?api=1&query=hayat%20hospital&query_place_id=ChIJKZSoKDOixTsRsMUHoIx-9Do","4.7","Maharashtra"
"Dr.Mujawar's Hospital","Dharashiv (Osmanabad)","625R+95V, Milli Colony, Rajiv Gandhi Nagar, Dharashiv (Osmanabad), Maharashtra 413501, India",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0kVh9J1QPFVHnMADAMLTGw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=104.36835&pitch=0&thumbfov=100",,"2","Medical clinic","https://www.google.com/maps/search/?api=1&query=Dr.Mujawar's%20Hospital&query_place_id=ChIJvcQEy4KhxTsRzt0_xI09ftI","5","Maharashtra"
"Koyana superspeciality hospital","Uran Islampur","front of Hyundai showroom, Peth, road, Uran Islampur, Maharashtra 415409, India","+91 99223 86566","https://lh5.googleusercontent.com/p/AF1QipOupqO2ZvELs5j2dXK7DFc-qyQUzCZ5Uw9tyFg2=w418-h240-k-no","https://koyanahospital.com/","11","Hospital","https://www.google.com/maps/search/?api=1&query=Koyana%20superspeciality%20hospital&query_place_id=ChIJBUorpb11wTsRPpV8dHt6kis","4.3","Maharashtra"
"Dr. Gosavi","Uran Islampur","Ganesh Temple, near Bhaji Mandai, Mahadevnagar, Uran Islampur, Maharashtra 415409, India","+91 2342 222 249","https://lh5.googleusercontent.com/p/AF1QipOPyHntAzls3NVS0loGuy4PnLbSPhT-SjQtqP_5=w408-h273-k-no",,"10","Internist","https://www.google.com/maps/search/?api=1&query=Dr.%20Gosavi&query_place_id=ChIJGV0qMSp1wTsRmsSIqBa3icg","4.1","Maharashtra"
"Chaitanya Multi Speciality Hospital","Uran Islampur","Peth - Sangli Rd, opposite Dange Petrol Pump, Shripad Nagar, Uran Islampur, Maharashtra 415409, India",,"https://lh5.googleusercontent.com/p/AF1QipMLknN2krqP1kf2vA2Mnl07V6G-Q0_rSKzBItSP=w408-h446-k-no",,"7","Hospital","https://www.google.com/maps/search/?api=1&query=Chaitanya%20Multi%20Speciality%20Hospital&query_place_id=ChIJj9kN4_Z1wTsRQdlcq_69jxQ","5","Maharashtra"
"Shushrusha's Antardeep","Uran Islampur","1, Omkar Colony Rd, near ST Stand Road, behind Dr.Tawate Hospital, Kisannagar, Uran Islampur, Maharashtra 415409, India","+91 98906 45169","https://lh5.googleusercontent.com/p/AF1QipPFq9owSzDKPeFGUbkeM2DwRetyQr2k0ghWQPBf=w408-h287-k-no",,"6","Counselor","https://www.google.com/maps/search/?api=1&query=Shushrusha's%20Antardeep&query_place_id=ChIJ4eglTtMKwTsRGo-NHlJxafc","5","Maharashtra"
"Manotej Hospital.Dr.Rahul More MBBS,DPM","Morenagar, Uran Islampur","27V5+WQ7, Kisannagar, Morenagar, Uran Islampur, Maharashtra 415409, India","+91 84594 57407","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Tw6RRnBlaRJzgfgjCtyyRw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=252.63264&pitch=0&thumbfov=100","http://www.manotejhospital.com/TestAvailable.html","2","Hospital","https://www.google.com/maps/search/?api=1&query=Manotej%20Hospital.Dr.Rahul%20More%20MBBS%2CDPM&query_place_id=ChIJqwTeY8MLwTsR1WyaWqD4tUQ","5","Maharashtra"
"Chinmaya Hospital","Boisar, Katkar","Plot no.2A/2B, Behind Panchami Hotel,Chitralaya Road, Bhimnagar, Boisar - Tarapur Rd, Chitralaya, Boisar, Maharashtra 401501, India","+91 95452 17246","https://lh5.googleusercontent.com/p/AF1QipM8KQ2lJxNhAaPX2V21c3aUNnIwCLo1TUxqJvuP=w408-h276-k-no",,"17","General hospital","https://www.google.com/maps/search/?api=1&query=Chinmaya%20Hospital&query_place_id=ChIJ92UjBlMe5zsRjTJ0ITsG_P4","4.3","Maharashtra"
"Niramay Hospital","Jalna","Railway, Station Mamadevi road, Laxminarayanpura, Jalna, Maharashtra 431203, India","+91 75886 06177","https://lh5.googleusercontent.com/p/AF1QipOhT8IvlvfODhdVvLVG27yYOlkq578KCZxmtTgO=w408-h306-k-no","http://niramayhospitaljalna.com/","19","Hospital","https://www.google.com/maps/search/?api=1&query=Niramay%20Hospital&query_place_id=ChIJD17DnV5X2jsRuMvC9GgU7kQ","3.5","Maharashtra"
"Dr. Kirti Tandel's मन:स्पर्श (Palghar)","Palghar","Palghar Nursing Home, 2nd Floor Near Congress Bhavan, Besides Rasam Hotel, Kacheri Rd, Palghar, Maharashtra 401404, India","+91 83780 33253","https://lh5.googleusercontent.com/p/AF1QipPfERzDsUR32f7fKSLmC-73xwraN9Aw6Ap7NrBu=w408-h272-k-no",,"8","Psychiatrist","https://www.google.com/maps/search/?api=1&query=Dr.%20Kirti%20Tandel's%20%E0%A4%AE%E0%A4%A8%3A%E0%A4%B8%E0%A5%8D%E0%A4%AA%E0%A4%B0%E0%A5%8D%E0%A4%B6%20(Palghar)&query_place_id=ChIJ-flRm0gd5zsRq7F43hOhAXw","5","Maharashtra"
"Sai Clinic (Dr Pradeep Shukla)","Boisar","Shop no 3, kadri complex, Ranishigaon Rd, near Laxman complex, Boisar, Maharashtra 401501, India",,"https://lh5.googleusercontent.com/p/AF1QipPLY7AKOYVz9WffYNz6kBQ0NrZZwphuRx96a3_H=w408-h545-k-no",,"13","Doctor","https://www.google.com/maps/search/?api=1&query=Sai%20Clinic%20(Dr%20Pradeep%20Shukla)&query_place_id=ChIJyaWKa0cf5zsRolZxy74x7Vw","5","Maharashtra"
"Asha Clinic","Boisar","RQ36+9HW, Main Rd, Bhandarwada, Boisar, Maharashtra 401501, India",,,,"6","Medical clinic","https://www.google.com/maps/search/?api=1&query=Asha%20Clinic&query_place_id=ChIJ87PnQgIf5zsR0eLo05UJjsM","4.5","Maharashtra"
"Dr. Kirti Tandel’s Manasparsh Psychiatry Clinic (Boisar)","Boisar, Khaira","Manasparsh Clinic, Indus Apartment Thakur Galaxy, C/002, Yashwant Shrusti Rd, near Rahul International School, Boisar, Khaira, Maharashtra 401501, India","+91 89750 90424","https://lh5.googleusercontent.com/p/AF1QipNyrAQgYMo5M8wg6LM-I0L1lcaRwPkivhYzUWHU=w408-h306-k-no",,"3","Psychiatrist","https://www.google.com/maps/search/?api=1&query=Dr.%20Kirti%20Tandel%E2%80%99s%20Manasparsh%20Psychiatry%20Clinic%20(Boisar)&query_place_id=ChIJL3t3rAYf5zsRd2WwtkWg6fw","5","Maharashtra"
"Dr. Kirti Tandel's मन:स्पर्श (Dahanu)","Dahanu","Westcoast Diagnostic Centre, Masoli, Dahanu, Maharashtra 401602, India","+91 94221 00080","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=LS5vDqOa39ZzN2qUQgr5YA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=168.29456&pitch=0&thumbfov=100",,"2","Psychiatrist","https://www.google.com/maps/search/?api=1&query=Dr.%20Kirti%20Tandel's%20%E0%A4%AE%E0%A4%A8%3A%E0%A4%B8%E0%A5%8D%E0%A4%AA%E0%A4%B0%E0%A5%8D%E0%A4%B6%20(Dahanu)&query_place_id=ChIJp43bdEAn5zsR8PUCzOyl7js","5","Maharashtra"
"RCS Counselling Centre","Boisar","Shop no 14, ground floor, behide bikaner sweets, Yashwant Plaza, west, Boisar, Maharashtra 401501, India","+91 98816 09641","https://lh5.googleusercontent.com/p/AF1QipPEk9ObSENnyn_-1hriQgitNxAdpanHCdzlCO59=w408-h640-k-no",,"5","Psychologist","https://www.google.com/maps/search/?api=1&query=RCS%20Counselling%20Centre&query_place_id=ChIJq_lqIZ8f5zsR7O4AxQbxLYk","5","Maharashtra"
"SHREE SIDDHIVINAYAK MULTISPECIALITY HOSPITAL (Multispeciality Hospital in Vasai East)","Vasai-Virar","1st FLOOR, Madhuvan Heights, near Evershine City Road, opposite CELEBRITY HOTEL, Madhuban Township, Golani Naka, Vasai East, Vasai-Virar, Maharashtra 401208, India",,"https://lh5.googleusercontent.com/p/AF1QipP5CjGj3SJqwiKnV6jrWKpaaaUHS0XjN7jGVKyd=w506-h240-k-no","https://shreesiddhivinayakmultispecialityhospital.com/","81","Hospital","https://www.google.com/maps/search/?api=1&query=SHREE%20SIDDHIVINAYAK%20MULTISPECIALITY%20HOSPITAL%20(Multispeciality%20Hospital%20in%20Vasai%20East)&query_place_id=ChIJlcMYddKu5zsRPzt2MPkna7M","4.7","Maharashtra"
"BAXAY PRIME Multi-speciality ICU & Hospital.","Vasai-Virar","Next to Ambadi Naka, Om Nagar, Vasai West, Vasai-Virar, Maharashtra 401202, India","+91 90444 31777","https://lh5.googleusercontent.com/p/AF1QipPFQhFyQiFYUeGUqZBFGlLA5DhqkPZWnz2pvEI=w408-h271-k-no","http://www.baxayhealthcare.com/","80","Hospital","https://www.google.com/maps/search/?api=1&query=BAXAY%20PRIME%20Multi-speciality%20ICU%20%26%20Hospital.&query_place_id=ChIJ3aX9X8iv5zsRFocHv1YaQSk","4.6","Maharashtra"
"Amaha Mental Health Centre, Mumbai","Mumbai","Unit 601, 6th floor, Notan Heights, 20, Gurunanak Rd, Patkar Blocks, Bandra West, Mumbai, Maharashtra 400050, India","+91 20 7117 1501","https://lh5.googleusercontent.com/p/AF1QipOxHYvWMvux74c2zt6Zk0HAubCnLIinbtPjTdc0=w408-h277-k-no","https://www.amahahealth.com/centre/mumbai/?utm_term=mumbai&utm_campaign=gmb_profile_mumbai&utm_source=google&utm_medium=&utm_content=centre","36","Mental health service","https://www.google.com/maps/search/?api=1&query=Amaha%20Mental%20Health%20Centre%2C%20Mumbai&query_place_id=ChIJz_S7g8zJ5zsR0wMuk4smlMY","4.8","Maharashtra"
"Blissful Mind Therapy Centre","Mumbai","Lodha New Cuffeparade Sewri Chembur, link Rd, Wadala East, Mumbai, Maharashtra 400037, India","+91 91671 19135","https://lh5.googleusercontent.com/p/AF1QipM_4xxyfJJGs00xgsEAddN8IVSLQGzmhnKQRAYC=w408-h408-k-no","http://www.blissfulmindtherapycentre.com/","169","Psychotherapist","https://www.google.com/maps/search/?api=1&query=Blissful%20Mind%20Therapy%20Centre&query_place_id=ChIJVVVVVRjP5zsRGLQqxQTYOy0","4.3","Maharashtra"
"Dr Prakhar D. Jain (Wadia Children Hospital)","Mumbai","Bai Jerbai Wadia Hospital for Children, Acharya Donde Marg, Parel, Mumbai, Maharashtra 400014, India",,,"https://drprakharjain.com/","172","Child psychiatrist","https://www.google.com/maps/search/?api=1&query=Dr%20Prakhar%20D.%20Jain%20(Wadia%20Children%20Hospital)&query_place_id=ChIJU7cOSUrP5zsRDEaC11Cycv8",,"Maharashtra"
"Type a Thought","Mumbai","Ground Floor, Meghdoot, SH Paralkar Marg, Behind Catering College, Chandrakant Dhuru Wadi, Dadar, Mumbai, Maharashtra 400028, India","+91 22 3965 2998","https://lh5.googleusercontent.com/p/AF1QipPiRDFau6WBrZA3HvKvd8JOrCiPaORctRpf8Ds0=w408-h271-k-no",,"190","Psychologist","https://www.google.com/maps/search/?api=1&query=Type%20a%20Thought&query_place_id=ChIJ-QSans3O5zsR9ZocLz665YM","4.5","Maharashtra"
"Dr. D. K. Deshmukh","Mumbai","2RFQ+93G, Ranade Rd, Dadar West, Dadar, Mumbai, Maharashtra 400028, India","+91 22 2444 9161","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1tOEohGAKV2gk6MsZXUywQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=233.27783&pitch=0&thumbfov=100","http://www.shushrushahospital.org/","183","Psychiatrist","https://www.google.com/maps/search/?api=1&query=Dr.%20D.%20K.%20Deshmukh&query_place_id=ChIJeRh_ZMXO5zsRUJ6gOB9uA6g","5","Maharashtra"
"Dr. Jankhana Hakani","Mumbai","203, Venkatesh Chamber, Ghanshyam Talwatkar Marg, Azad Maidan, Fort, Mumbai, Maharashtra 400001, India","+91 99303 24304","https://lh5.googleusercontent.com/p/AF1QipNLel2qsHIg_h8NBIT7TpbMZvHVFVM9A6X_9OYT=w426-h240-k-no",,"168","Psychiatrist","https://www.google.com/maps/search/?api=1&query=Dr.%20Jankhana%20Hakani&query_place_id=ChIJe1_7Oe7R5zsRak2ue4eMV-o","1","Maharashtra"
"Dr.Fatema Palgharwala . HAPPY HOMOEOPATHY CLINIC.","Mumbai","Kapadia Complex, 206, Sarang St, Khokha Bazar, Chippi Chawl, Marine Lines, Mumbai, Maharashtra 400003, India","+91 97626 88352","https://lh5.googleusercontent.com/p/AF1QipNXtSuslJjz0KmIZBO0YsGoYSsPr0z29r78HOTU=w408-h544-k-no","https://www.happyhomeopathy.com/","182","Homeopath","https://www.google.com/maps/search/?api=1&query=Dr.Fatema%20Palgharwala%20.%20HAPPY%20HOMOEOPATHY%20CLINIC.&query_place_id=ChIJRZk1iyPO5zsRZ7ILopPI92o","5","Maharashtra"
"Dr. Mita Doshi","Mumbai","802/C Dedhia House, Khareghat Road, Parsi Colony, Dadar East, Mumbai, Maharashtra 400014, India","+91 98204 49440","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=eZz21hKRGHJWYbl00o1ZDw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=216.71175&pitch=0&thumbfov=100",,"161","Psychiatrist","https://www.google.com/maps/search/?api=1&query=Dr.%20Mita%20Doshi&query_place_id=ChIJ__-TyNjO5zsRuDS1WqycPGw",,"Maharashtra"
"Dr. Usha G. Talvadkar","Mumbai","XRC6+M2F, Access Way to Jaslok Hospital, IT Colony, Cumballa Hill, Mumbai, Maharashtra 400026, India","+91 22 6657 3014","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2-k8lKmzO0N2ZK9AorUzpw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=89.98868&pitch=0&thumbfov=100",,"165","Psychiatrist","https://www.google.com/maps/search/?api=1&query=Dr.%20Usha%20G.%20Talvadkar&query_place_id=ChIJ25O50nbO5zsRh33FX4EfAO8",,"Maharashtra"
"Dr Shireesha G","Navi Mumbai","Shop 10, Crescent Heights, Birth & Beyond, Sector 35D, Kutak Bandhan, Kharghar, Maharashtra 410210, India","+91 93243 40480","https://lh5.googleusercontent.com/p/AF1QipOjDEGkzMqLCRCpe57wPvWMtBxvfdwA_drR-Q7o=w408-h544-k-no","https://eka.care/doctor/dr-shireesha-paediatrician-navi-mumbai","156","Pediatrician","https://www.google.com/maps/search/?api=1&query=Dr%20Shireesha%20G&query_place_id=ChIJB24wRr3B5zsRpszD7q2vn2E","5","Maharashtra"
"Stress-Cure Clinic","Mumbai, Navi Mumbai","Shop no.55, Ground Floor, J. K. Chambers Premises Cooperative Society Limited, Sector-17, Near Golden Punjab Hotel, Vashi, Navi, Mumbai, Maharashtra 400703, India","+91 22 2206 7676","https://lh5.googleusercontent.com/p/AF1QipMRMi4rZrQpPzdAkojyGWilpndRX48kZl_Ek0YG=w408-h544-k-no",,"155","Mental health clinic","https://www.google.com/maps/search/?api=1&query=Stress-Cure%20Clinic&query_place_id=ChIJw1PxKDTB5zsRO3YTfO8jrR8","4.7","Maharashtra"
